semaforo,localizacao1,localizacao2,bairro,latitude,longitude,tipo,funcionamento,Unnamed: 8,status
1,Av. Boa Viagem,Em frente ao parque Dona Lindú ,BOA VIAGEM,-8.142323,-34.903798,E/Git,Ocasional/Ped.,1.0,funcionando
2,Av. Conselheiro Aguiar,Rua Thomé Gibson ,BOA VIAGEM,-8.099068,-34.885883,E/Git,Veicular,1.0,funcionando
3,Av. Boa Viagem,Rua França Pereira,BOA VIAGEM,-8.106806,-34.887726,E/Git,Ocasional/Ped.,1.0,funcionando
4,Av. Boa Viagem,Rua Barão de Souza Leão ,BOA VIAGEM,-8.132230,-34.89999,E/Git,Ocasional/Ped.,1.0,funcionando
5,Av. Conselheiro Aguiar,Rua Artur Muniz,BOA VIAGEM,-8.104310,-34.888228,E/Git,Veicular,1.0,funcionando
6,Av. Conselheiro Aguiar,Rua Antônio Falcão,BOA VIAGEM,-8.116171,-34.894686,E/Git,Veicular,1.0,funcionando
7,Av. Mascarenhas de Morais,Rua Jamaica,IMBIRIBEIRA,-8.107620,-34.91172,E/Git,Veicular,1.0,funcionando
8,Av. Caxangá,Rua Bom Pastor,IPUTINGA,-8.040820,-34.938494,E/Git,Veicular,1.0,funcionando
9,Av.Cruz Cabugá,Est BRT Casa da Misericórdia,STO AMARO,-8.044224,-34.874595,E/Git,Pedestre,1.0,funcionando
10,II Perimetral,Av. Parnamirim,PARNAMIRIM,-8.034731,-34.908303,E/Git,Veicular,1.0,funcionando
11,Rua Conselheiro Portela,Rua 48,ESPINHEIRO,-8.041458,-34.89381,E/Git,Veicular,1.0,funcionando
12,Rua Barão da Vitória,Rua Floriano Peixoto,SANTO ANTÔNIO,-8.067321,-34.882931,E,Veic.C/Ped.Paral.,1.0,funcionando
13,Rua do Sol,Rua Nova,SANTO ANTÔNIO,-8.063874,-34.880922,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
14,Rua do Sol,Av. Guararapes,SANTO ANTÔNIO,-8.062706,-34.880416,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
15,Av. Dantas Barreto,Av. Guararapes,SANTO ANTÔNIO,-8.063788,-34.878518,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
16,Av. Recife,Rua São Nicolau,VILA DO IPSEP,-8.106969,-34.927227,E/Git,Veicular,1.0,funcionando
17,Av. Nossa Senhora do Carmo,Rua Duque de Caxias,SANTO ANTÔNIO,-8.066170,-34.87746,E/Git,Pedestre,1.0,funcionando
18,Rua do Imperador,Rua 1º de Março,SANTO ANTÔNIO,-8.064191,-34.876823,E/Git,Veicular,1.0,funcionando
19,Av. Rio Branco,Cais do Apolo,RECIFE ANTIGO,-8.062391,-34.87383,E/Git,Veicular,1.0,funcionando
20,Av. Marquez de Olinda,Rua Madre de Deus,RECIFE ANTIGO,-8.063611,-34.873672,E/Git,Veicular,1.0,funcionando
21,Rua da Hora,Rua 48,ESPINHEIRO,-8.042905,-34.89193,E/Git,Veicular,1.0,funcionando
22,Rua Princesa Isabel,Rua da Aurora,BOA VISTA,-8.059518,-34.879984,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
23,Av. Conde da Boa Vista,Rua do Hospício,BOA VISTA,-8.060773,-34.88405,E/Git,Veic.C/Ped.,1.0,funcionando
24,Av. Conde da Boa Vista,Rua Gervásio Pires,BOA VISTA,-8.059567,-34.886443,E/Git,Veic.C/Ped.,1.0,funcionando
25,Av. Conde da Boa Vista,Rua da Soledade,BOA VISTA,-8.057554,-34.889962,E/Git,Veic.C/Ped.,1.0,funcionando
26,Estrada de Belém,Rua Odorico Mendes,CAMPO GRANDE,-8.032111,-34.881324,E,Veic.C/Ped.Ocas.,1.0,funcionando
27,Av. Conde da Boa Vista,Rua Dom Bosco,BOA VISTA,-8.055998,-34.89538,E/Git,Veicular,1.0,funcionando
28,Av. Manoel Borba,Rua Dom Bosco,PAISSANDU,-8.059392,-34.89405,E/Git,Veicular,1.0,funcionando
29,Av. Manoel Borba,Rua José de Alencar,BOA VISTA,-8.060502,-34.888369,E/Git,Veicular,1.0,funcionando
30,Rua 13 de Maio,Rua Dos Palmares,SANTO AMARO,-8.052560,-34.883697,E/Git,Veicular,1.0,funcionando
31,Rua do Hospício,Rua Princesa Isabel,BOA VISTA,-8.057830,-34.88293,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
32,Rua do Hospício,Av. Visc. De Suassuna,BOA VISTA,-8.055068,-34.882265,E/Git,Veic.C/Ped.,1.0,funcionando
33,Rua do Hospício,Rua da Matriz,BOA VISTA,-8.062624,-34.885292,E/Git,Veicular,1.0,funcionando
34,Av. Norte Miguel Arraes de Alencar,Av. Cruz Cabugá,SANTO AMARO,-8.047535,-34.876962,E/Git,Veicular,1.0,funcionando
35,Av. Dantas Barreto,Rua Imperial,SÃO JOSÉ,-8.072390,-34.88398,E/Git,Veicular,1.0,funcionando
36,Av. Norte Miguel Arraes de Alencar,Rua 13 de Maio,SANTO AMARO,-8.045910,-34.879089,E/Git,Veicular,1.0,funcionando
37,Av. Gov. Agamenon Magalhães,Av. Rui Barbosa,DERBY,-8.052422,-34.895758,E/Git,Veicular,1.0,funcionando
38,Av. Adv. José Paulo Cavalcanti,Ao lado do Fórum Joana Bezerra,ILHA JOANA BEZERRA,-8.069418,-34.89527,E/Git,Veic.C/Laço Det.,1.0,funcionando
39,Rua Motocolombó,Rua Augusto Wanderley,AFOGADOS,-8.082688,-34.906625,E/Git,Veicular,1.0,funcionando
40,Praça do Derby,Rua Jenner de Souza,DERBY,-8.057073,-34.900077,E/Git,Veic.C/Ped.,1.0,funcionando
41,Rua do Príncipe,Rua Gervásio Pires,BOA VISTA,-8.057352,-34.885062,E/Git,Veicular,1.0,funcionando
42,Av. Beberibe,Estrada de Belém ,ENCRUZILHADA,-8.037235,-34.890996,E/Git,Veic.C/Ped.,1.0,funcionando
43,Av. Norte Miguel Arraes de Alencar,Av. João de Barros,ENCRUZILHADA,-8.038574,-34.892,E/Git,Veicular,1.0,funcionando
44,Av. Dr. José Rufino,Rua Ipojuca,AREIAS,-8.091724,-34.936071,E,Veicular,1.0,funcionando
45,Av. Norte Miguel Arraes de Alencar,Rua Fernando Cesar,ENCRUZILHADA,-8.037027,-34.894343,E/Git,Veicular,1.0,funcionando
46,Av. Conselheiro Rosa e Silva,Rua Amélia,GRAÇAS,-8.045446,-34.897044,E/Git,Veicular,1.0,funcionando
47,Av. Conselheiro Rosa e Silva,Av. Santos Dumont,ROSARINHO,-8.039569,-34.899387,E/Git,Veicular,1.0,funcionando
48,Av. Rui Barbosa,Rua Amélia,GRAÇAS,-8.045144,-34.90206,E/Git,Veicular,1.0,funcionando
49,Av. Gov. Agamenon Magalhães,Rua Odorico Mendes,SANTO AMARO,-8.039799,-34.87883,E/Git,Veicular,1.0,funcionando
50,Rua José Osório,Rua Visconde de Albuquerque,MADALENA,-8.053297,-34.906797,E/Git,Veic.C/Ped.,1.0,funcionando
51,Rua Benfica,Estrada dos Remédios,MADALENA,-8.058197,-34.907149,E/Git,Veic.C/Ped.,1.0,funcionando
52,Av. Abdias de Carvalho,Estrada dos Remédios,MADALENA,-8.061707,-34.907595,E/Git,Veicular,1.0,funcionando
53,Rua São Miguel,Estrada dos Remédios,AFOGADOS,-8.080230,-34.906628,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
54,Av. Dantas Barreto,Rua São João,SÃO JOSÉ,-8.070230,-34.88224,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
55,Av. Recife,Rua Pintor Antônio Albuquerque,VILA DO IPSEP,-8.107911,-34.927095,E/Git,Veicular,1.0,funcionando
56,Av. Norte Miguel Arraes de Alencar,Rua Marquez do Paraná,TORREÃO,-8.039898,-34.887527,E/Git,Veicular,1.0,funcionando
57,Av. Abdias de Carvalho,Rua Carlos Gomes,PRADO,-8.062552,-34.913114,E/Git,Veicular,1.0,funcionando
58,Av. Abdias de Carvalho,Av. Gal. San Martin,CORDEIRO,-8.060463,-34.925752,E/DIG,Veicular,1.0,funcionando
59,Av. Recife,Rua Cap. Jacínto da Cruz,VILA CARDEAL,-8.094020,-34.92909,E/Git,Veicular,1.0,funcionando
60,Rua Dr. Vincente Gomes,Rua Setubal,BOA VIAGEM,-8.133064,-34.901717,E/Git,Veicular,1.0,funcionando
61,Estrada do Arraial,Rua Cônego Barata,TAMARINEIRA,-8.033199,-34.903538,E/Git,Veicular,1.0,funcionando
62,Av. Norte Miguel Arraes de Alencar,Rua Cônego Barata,TAMARINEIRA,-8.029633,-34.900494,E/Git,Veicular,1.0,funcionando
63,Av. Beberibe,Rua Men de Sá,PONTO DE PARADA,-8.030124,-34.892476,E/Git,Veicular,1.0,funcionando
64,Av. Beberibe,Rua São Bento,ÁGUA FRIA,-8.023192,-34.893899,E/Git,Veicular,1.0,funcionando
65,Av. Norte Miguel Arraes de Alencar,Rua Nova Descoberta,NOVA DESCOBERTA,-8.019908,-34.926677,E/Git,Veicular,1.0,funcionando
66,Av. Norte Miguel Arraes de Alencar,Rua Padre Lemos,CASA AMARELA,-8.020799,-34.921718,E/Git,Veicular,1.0,funcionando
67,Av. Gal. San Martin,Rua Gomes Taborda,CORDEIRO,-8.055486,-34.923966,E,Veic.C/Ped.,1.0,funcionando
68,Av. Gov. Agamenon Magalhães,Rua Henrique Dias,DERBY,-8.058912,-34.897931,E/Git,Veicular,1.0,funcionando
69,Av. Gov. Agamenon Magalhães,Rua Paissandú,PAISSANDU,-8.062396,-34.897553,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
70,Rua Jean Emile Favre,Rua Saturnino Meireles,IMBIRIBEIRA,-8.113264,-34.922089,E,Veicular,1.0,funcionando
71,Rua Joaquim Nabuco,Rua das Creoulas,DERBY,-8.052473,-34.899471,E/Git,Veicular,1.0,funcionando
72,Av. Sul,Sob Viaduto de 5 Pontas,SÃO JOSÉ,-8.072364,-34.880475,E,Ocasional/Ped.,1.0,funcionando
73,Rua Nicolau Pereira ,Rua da Paz,AFOGADOS,-8.079545,-34.904337,E/Git,Veicular,1.0,funcionando
74,Estrada do Arraial,Rua da Harmonia,CASA AMARELA,-8.027477,-34.913859,E/Git,Veic.C/Ped.,1.0,funcionando
75,Av. Gov. Agamenon Magalhães,Av. Carlos de Lima Cavalcante,DERBY,-8.056709,-34.897924,E/Git,Veicular,1.0,funcionando
76,Cais de Santa Rita,Em frente ao Armazém 16,SÃO JOSÉ,-8.069600,-34.875396,E/Git,Veicular,1.0,funcionando
77,Av. Beira Rio,Prox. Ponte da Torre,TORRE,-8.046546,-34.90422,E/Git,Ocasional/Ped.,1.0,funcionando
78,Av. Gov. Agamenon Magalhães,Rua Buenos Aires,DERBY,-8.048678,-34.89294,E/Git,Veicular,1.0,funcionando
79,Av. Norte Miguel Arraes de Alencar,Rua Córrego do Bartolomeu,CASA AMARELA,-8.024091,-34.911926,E/Git,Veicular,1.0,funcionando
80,Av. Caxangá,Av. Gal. San Martin,CORDEIRO,-8.050447,-34.921077,E/Git,Veicular,1.0,funcionando
81,Av. Norte Miguel Arraes de Alencar,Av. Santos Dumont,ROSARINHO,-8.033536,-34.896475,E/Git,Veicular,1.0,funcionando
82,Av. Dr. José Rufino,Rua João Teixeira,ESTÂNCIA,-8.084694,-34.928126,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
83,Av. Manoel Borba,Rua das Ninfas,BOA VISTA,-8.059303,-34.89131,E/Git,Veicular,1.0,funcionando
84,Av. Boa Viagem,Av. Armindo Moura,BOA VIAGEM,-8.151128,-34.907787,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
85,Av. Recife,Rua Cap. Estevão Fernandes,VILA CARDEAL,-8.092779,-34.929265,E/Git,Ocasional/Ped.,1.0,funcionando
86,Rua Barão de Itamaracá,Rua do Espinheiro,ESPINHEIRO,-8.043457,-34.893356,E/Git,Veicular,1.0,funcionando
87,Rua Imperial,Rua Lourenço de Sá,SÃO JOSÉ,-8.076207,-34.895181,E,Veicular,1.0,funcionando
88,Av. Maurício de Nassau,Rua Nossa Senhora da Saúde,CORDEIRO,-8.040724,-34.92719,E,Veicular,1.0,funcionando
89,Av. João de Barros,Rua do Espinheiro,ESPINHEIRO,-8.041333,-34.891432,E/Git,Veicular,1.0,funcionando
90,Rua da Aurora,Av. Mário Melo,BOA VISTA,-8.056323,-34.877953,E,Veic.C/Ped.,1.0,funcionando
91,Rua Falcão de Lacerda,Em frente à Igreja de Tejipió,TEJIPIÓ,-8.093370,-34.9637,E,Ocasional/Ped.,1.0,funcionando
92,Rua do Hospício,Rua do Riachuelo,BOA VISTA,-8.059149,-34.883491,E/Git,Veicular,1.0,funcionando
93,Rua Álvares de Azevedo,Rua Gouveia de Barros,SANTO AMARO,-8.049570,-34.88867,E,Veicular,1.0,funcionando
94,Estrada de Belém,Rua Prudente de Moraes,CAMPO GRANDE,-8.032989,-34.884563,E,Veicular,1.0,funcionando
95,Av. Norte Miguel Arraes de Alencar,Largo D. Luiz,CASA AMARELA,-8.021323,-34.917489,E/Git,Veicular,1.0,funcionando
96,Av. Norte Miguel Arraes de Alencar,Rua da Mangabeira,MANGABEIRA,-8.025589,-34.906581,E/Git,Veicular,1.0,funcionando
97,Av. Norte Miguel Arraes de Alencar,Em frente a Paróquia de São Sebastião,SANTO AMARO,-8.043957,-34.882417,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
98,Av. Santos Dumont,Rua Dr. José Maria,ROSARINHO,-8.035649,-34.897487,E/Git,Veicular,1.0,funcionando
99,Av. Cons. Rosa e Siva,Rua Barão de contendas,AFLITOS,-8.041708,-34.898009,E/Git,Ocasional/Ped.,1.0,funcionando
100,Estrada Velha do Bongi,Rua Cosme Viana,BONGI,-8.068287,-34.90979,E,Veicular,1.0,funcionando
101,Rua Jean Emile Favre,Rua Blumenau,IPSEP,-8.109943,-34.918273,E,Veicular,1.0,funcionando
102,Av. Rui Barbosa,Rua das Creoulas,GRAÇAS,-8.049903,-34.898007,E/Git,Veicular,1.0,funcionando
103,Av. Antônio de Góis,Rua Manoel de Brito,PINA,-8.085444,-34.886685,E/Git,Veicular,1.0,funcionando
104,Av. Boa Viagem,Av. Herculano Bandeira,PINA,-8.091769,-34.882053,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
105,Av. Boa Viagem,Rua Thomé Gibson,BOA VIAGEM,-8.099740,-34.884436,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
106,Rua Real da Torre,Rua Conde de Irajá,TORRE,-8.046317,-34.909548,E/Git,Veicular,1.0,funcionando
107,Av. 17 de Agosto,Estrada do Arraial,CASA FORTE,-8.027788,-34.927156,E/Git,Veicular,1.0,funcionando
108,Av. Gov. Agamenon Magalhães,Em frente à DRT,SANTO AMARO,-8.043536,-34.887514,E/Git,Ocasional/Ped.,1.0,funcionando
109,Av. Maurício de Nassau,Próx. Rua Santa Lúcia,IPUTINGA,-8.039282,-34.929594,E,Ocasional/Ped.,1.0,funcionando
110,Av. Boa Viagem,Rua Pereira da Costa,PINA,-8.095900,-34.883112,E/Git,Ocasional/Ped.,1.0,funcionando
111,Rua Itanagé,Rua Blumenau,IPSEP,-8.106442,-34.921326,E,Veicular,1.0,funcionando
112,Av. Boa Viagem,Rua Padre Carapuceiro,BOA VIAGEM,-8.120273,-34.895078,E/Git,Ocasional/Ped.,1.0,funcionando
113,Av. Boa Viagem,Rua Ernesto de Paula Santos,BOA VIAGEM,-8.125274,-34.897142,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
114,Av. Conselheiro Aguiar,Rua Cel.Benedito Chaves,BOA VIAGEM,-8.128354,-34.90041,E/Git,Veicular,1.0,funcionando
115,Av. Conselheiro Aguiar,Rua Padre Carapuceiro,BOA VIAGEM,-8.119519,-34.896599,E/Git,Veicular,1.0,funcionando
116,Av. Mascarenhas de Morais,Em frente ao Nº 4728,IMBIRIBEIRA,-8.125170,-34.91512,E/Git,Ocasional/Ped.,1.0,funcionando
117,Av. Boa Viagem,3º Jardim,BOA VIAGEM,-8.108815,-34.888605,E/Git,Ocasional/Ped.,1.0,funcionando
118,Av. Boa Viagem,1º Jardim,BOA VIAGEM,-8.101270,-34.88514,E/Git,Ocasional/Ped.,1.0,funcionando
119,Av. Boa Viagem,Rua Ondina,PINA,-8.094196,-34.882681,E/Git,Ocasional/Ped.,1.0,funcionando
120,Av. Boa Viagem,Rua Bruno Veloso,BOA VIAGEM,-8.121939,-34.895997,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
121,Av. Boa Viagem,Rua do Atlântico,BOA VIAGEM,-8.098279,-34.883756,E/Git,Ocasional/Ped.,1.0,funcionando
122,Av. Frei Matias Teves,Rua Dr. João Ásfora,ILHA DO LEITE,-8.063672,-34.896197,E/Git,Veic.C/Ped.,1.0,funcionando
123,Av. Boa Viagem,Rua Benvinda de Farias,BOA VIAGEM,-8.111829,-34.889969,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
124,Av. Boa Viagem,2º Jardim,BOA VIAGEM,-8.104509,-34.886665,E/Git,Ocasional/Ped.,1.0,funcionando
125,Av. Conselheiro Aguiar,Rua Padre Bernadino Pessoa,BOA VIAGEM,-8.114538,-34.893663,E/Git,Veicular,1.0,funcionando
126,Av. Rui Barbosa,Rua Esmeraldino Bandeira,GRAÇAS,-8.047637,-34.89989,E/Git,Veicular,1.0,funcionando
127,Av. Conselheiro Aguiar,Rua Ernesto de Paula Santos,BOA VIAGEM,-8.124892,-34.899121,E/Git,Veicular,1.0,funcionando
128,Av. Domingos Ferreira,Rua Cel. Benedito Chaves,BOA VIAGEM,-8.127933,-34.901425,E/Git,Veicular,1.0,funcionando
129,Av. Visconde de Jequitinhonha,Rua Barão de Souza Leão,BOA VIAGEM,-8.131572,-34.902889,E/Git,Veicular,1.0,funcionando
130,Av. Recife,Rua Jean Emile Favre,IPSEP,-8.115394,-34.924526,E/Git,Veicular,1.0,funcionando
131,Av. Beberibe,Av. Prof. José dos Anjos,ARRUDA,-8.027954,-34.892919,E/Git,Veicular,1.0,funcionando
132,Av. Abdias de Carvalho,Rua João Ivo,MADALENA,-8.062088,-34.909676,E/Git,Veicular,1.0,funcionando
133,Av. Conselheiro Aguiar,Após a Rua Souto Filho,PINA,-8.092824,-34.883905,E/Git,Ocasional/Ped.,1.0,funcionando
134,Av. Mário Álvares de Lyra,Rua Prof. Joaquim Xavier de Brito,IPUTINGA,-8.046993,-34.936048,E/Git,Veic.C/Ped.,1.0,funcionando
135,Rua Jean Emile Favre,Av. Costa e Silva,VILA DO IPSEP,-8.114480,-34.9235,E/Git,Veicular,,funcionando
136,Rua Paula Batista,Rua Nereu Guerra,CASA AMARELA,-8.025550,-34.915383,E/Git,Veicular,1.0,funcionando
137,Av. Herculano Bandeira,Rua Miranda Falcão,PINA,-8.088860,-34.88514,E/Git,Ocasional/Ped.,1.0,funcionando
138,Av. Herculano Bandeira,Av. Conselheiro Aguiar,PINA,-8.090466,-34.883615,E/Git,Veicular,1.0,funcionando
139,Av. Domingos Ferreira,Rua Benvinda de Farias,BOA VIAGEM,-8.110533,-34.892364,E/Git,Ocasional/Ped.,1.0,funcionando
140,Av. Conselheiro Aguiar,Rua Pereira da Costa,PINA,-8.095521,-34.884655,E/Git,Veicular,1.0,funcionando
141,Av. Dantas Barreto,Rua Siqueira Campos,SANTO ANTÔNIO,-8.062692,-34.878243,E/Git,Veicular,1.0,funcionando
142,Av. Domingos Ferreira,Rua Pereira da Costa,BOA VIAGEM,-8.095197,-34.885913,E/Git,Veicular,1.0,funcionando
143,Av. Conselheiro Aguiar,Rua Henrique Capitulino,BOA VIAGEM,-8.109665,-34.890672,E/Git,Veicular,1.0,funcionando
144,Av. Domingos Ferreira,Rua Padre Bernadino Pessoa,BOA VIAGEM,-8.114084,-34.894511,E/Git,Veicular,1.0,funcionando
145,Av. Domingos Ferreira,Rua Antônio Falcão,BOA VIAGEM,-8.115744,-34.895531,E/Git,Veicular,1.0,funcionando
146,Av. Conselheiro Aguiar,Rua Bruno Veloso,BOA VIAGEM,-8.121770,-34.897939,E/Git,Veicular,1.0,funcionando
147,Av. Conselheiro Aguiar,Rua Ribeiro de Brito,BOA VIAGEM,-8.123740,-34.898664,E/Git,Veicular,1.0,funcionando
148,Av. Boa Viagem,Rua Prof. Mário de Castro,BOA VIAGEM,-8.137039,-34.901918,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
149,Av. Boa Viagem,Rua Baltazar Passos,BOA VIAGEM,-8.145063,-34.905147,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
150,Av. Boa Viagem,Rua Cel. Antônio Veloso,BOA VIAGEM,-8.148720,-34.90683,E/Git,Ocasional/Ped.,1.0,funcionando
151,Av. Lins Pettit,Em frente Praça Chora Menino,BOA VISTA,-8.060402,-34.894791,E/Git,Ocasional/Ped.,1.0,funcionando
152,Av. Boa Viagem,Rua Benedito Chaves,BOA VIAGEM,-8.129072,-34.898562,E/Git,Ocasional/Ped.,1.0,funcionando
153,Av. Beberibe,Próx. Rua São Joaquim do Monte,ÁGUA FRIA,-8.017012,-34.891978,E,Ocasional/Ped.,1.0,funcionando
154,Av. Visconde de Jequitinhonha,Rua Baltazar Passos,SETÚBAL,-8.144380,-34.906482,E/Git,Veicular,1.0,funcionando
155,Av. Domingos Ferreira,Rua Ribeiro de Brito,BOA VIAGEM,-8.123574,-34.899789,E/Git,Veicular,1.0,funcionando
156,Av. Dr. José Rufino,Em frente ao Colégio Castelo Branco,TEJIPIÓ,-8.091613,-34.949282,E,Ocasional/Ped.,1.0,funcionando
157,Rua Aprígio Guimarães,Rua Paulino de Farias,COQUEIRAL,-8.087151,-34.965569,E,Veicular,1.0,funcionando
158,Av. Visconde de Jequitinhonha,Rua Prof. Mário de Castro,SETÚBAL,-8.136528,-34.903513,E/Git,Veicular,1.0,funcionando
159,Rua Barão de Souza Leão,Rua Sá e Souza,BOA VIAGEM,-8.132055,-34.906769,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
160,Rua dos Navegantes,Rua Bruno Veloso,BOA VIAGEM,-8.121887,-34.89677,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
161,Av. Mascarenhas de Morais,Rua Jean Emile de Favre,IMBIRIBEIRA,-8.106314,-34.911444,E/Git,Ocasional/Ped.,1.0,funcionando
162,Av. Conde da Boa Vista,Rua da Aurora,BOA VISTA,-8.062052,-34.881642,E/Git,Veic.C/Ped.,1.0,funcionando
163,Av. Dantas Barreto,Rua Nova,SANTO ANTÔNIO,-8.064378,-34.878424,E/Git,Pedestre,1.0,funcionando
164,Av. Martins de Barros,Praça da República,SANTO ANTÔNIO,-8.061638,-34.87653,E,Veicular,1.0,funcionando
165,Cais do Apolo,Av. Marquez de Olinda,RECIFE ANTIGO,-8.063737,-34.874422,E/Git,Veicular,1.0,funcionando
166,Rua do Espinheiro,Rua 48,ESPINHEIRO,-8.042306,-34.892561,E/Git,Veicular,1.0,funcionando
167,Rua Princesa Isabel,Rua da União,BOA VISTA,-8.059131,-34.880605,E/Git,Pedestre,1.0,funcionando
168,Rua Princesa Isabel,Rua da Saudade,BOA VISTA,-8.058763,-34.881174,E/Git,Veicular,1.0,funcionando
169,Av. Manoel Borba,Rua Gervásio Pires,BOA VISTA,-8.061105,-34.887367,E/Git,Veicular,1.0,funcionando
170,Rua do Príncipe,Em frente à UNICAP,BOA VISTA,-8.055811,-34.887862,E,Ocasional/Ped.,1.0,funcionando
171,Av. Cruz Cabugá,Av. Mário Melo,SANTO AMARO,-8.053960,-34.881592,E/Git,Veicular,1.0,funcionando
172,Av. Visconde de Suassuna,Rua 13 de Maio,SANTO AMARO,-8.053779,-34.884434,E/Git,Veicular,1.0,funcionando
173,Av. Gov. Agamenon Magalhães,Rua Dr. Bandeira Filho,DERBY,-8.051467,-34.895077,E/Git,Veicular,1.0,funcionando
174,Av. Gov. Agamenon Magalhães,Rua Dom Bosco,DERBY,-8.053390,-34.896415,E/Git,Veicular,1.0,funcionando
175,Rua do Riachuelo,Rua Gervásio Pires,BOA VISTA,-8.058313,-34.885652,E/Git,Veicular,1.0,funcionando
176,Rua do Príncipe,Rua Bispo Cardoso Aires,BOA VISTA,-8.056649,-34.886316,E/Git,Veicular,1.0,funcionando
177,Rua Amélia,Rua do Futuro,GRAÇAS,-8.045157,-34.898335,E/Git,Veicular,1.0,funcionando
178,Rua Amélia,Rua Antônio Novaes,GRAÇAS,-8.044977,-34.900298,E/Git,Ocasional/Ped.,1.0,funcionando
179,Rua José Osório,Rua Real da Torre,MADALENA,-8.053547,-34.908646,E/Git,Veicular,1.0,funcionando
180,Rua da Concórdia,Rua de São João,SÃO JOSÉ,-8.069743,-34.882977,E/Git,Veicular,1.0,funcionando
181,Av. Dantas Barreto,Rua do Peixoto,SÃO JOSÉ,-8.071401,-34.883221,E/Git,Veicular,1.0,funcionando
182,Rua da Concórdia ,Rua do Peixoto,SÃO JOSÉ,-8.070961,-34.883875,E/Git,Veicular,1.0,funcionando
183,Av. Fernando Simões Barbosa,Rua Jack Aires,BOA VIAGEM,-8.119451,-34.901152,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
