semaforo,localizacao1,localizacao2,bairro,latitude,longitude,tipo,funcionamento,Unnamed: 8,status
539,Av. Dr. José Rufino,Rua Dorotéia Vieira,BARRO,-8.093115,-34.943245,E,Ocasional/Ped.,1.0,funcionando
540,Av. Apipucos,Rua Cel.João Batista R. Barros,APIPUCOS,-8.021102,-34.934164,E,Veicular,1.0,funcionando
541,Rua Prof. Joaquim Xavier de Brito,Rua Miguel Vieira,CORDEIRO,-8.051118,-34.934989,E,Veicular,1.0,funcionando
542,Rua Padre Carapuceiro,Ent. do Hiper Bompreço,BOA VIAGEM,-8.116810,-34.9022,E/Git,Ocasional/Ped.,1.0,funcionando
543,Av. D. João VI( Canal do Jordão ),Rua Antônio Torres Galvão,BOA VIAGEM,-8.114238,-34.902683,E/Git,Veicular,1.0,funcionando
544,Rua Félix de Brito,Av. Prof. João Medeiros,BOA VIAGEM,-8.115377,-34.900496,E/Git,Veicular,1.0,funcionando
545,Av. Domingos Ferreira,Rua Félix de Brito,BOA VIAGEM,-8.117400,-34.896473,E/Git,Veicular,1.0,funcionando
546,Av. Cons. Aguiar,Rua Félix de Brito,BOA VIAGEM,-8.117851,-34.895593,E/Git,Veicular,1.0,funcionando
547,Av. Boa Viagem,Rua Félix de Brito,BOA VIAGEM,-8.118568,-34.894059,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
548,Av.Boa Viagem,Rua Padre Bernardino Pessoa,BOA VIAGEM,-8.115285,-34.89221,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
549,Av. Cons. Aguiar,Rua Prof. José Brandão,BOA VIAGEM,-8.112921,-34.892678,E/Git,Veicular,1.0,funcionando
550,Av. Domingos Ferreira,Rua Prof. José Brandão,BOA VIAGEM,-8.112446,-34.893509,E/Git,Veicular,1.0,funcionando
551,Rua Félix de Brito,Rua Francisco da Cunha,BOA VIAGEM,-8.116791,-34.897679,E/Git,Veicular,1.0,funcionando
552,Praça do Derby,Estação BRT Derby,DERBY,-8.056667,-34.899444,E/Git,Ocasional/Ped.,1.0,funcionando
553,Rua Augusto Calheiros,Rua Emília Torreão,AFOGADOS,-8.081860,-34.908968,E/Git,Ocasional/Ped.,1.0,funcionando
554,Rua Petronila V. Botelho,Av. Prof. José dos Anjos,ARRUDA,-8.027809,-34.889798,E,Veicular,1.0,funcionando
555,Av. Boa Viagem,Rua Antônio Falcão,BOA VIAGEM,-8.116989,-34.893167,E/Git,Ocasional/Ped.,1.0,funcionando
556,Rua Cosmorama,Rua Baltazar Passos,SETÚBAL,-8.142032,-34.911491,E/Git,Veicular,1.0,funcionando
557,Av. Dr. José Rufino,Rua Dr. Vilas Boas,BARRO,-8.092282,-34.937677,E,Veic.C/Ped.Ocas.,1.0,funcionando
558,Rua Gomes Taborda,Em frente a Esc. Comun.Coração Infantil,CORDEIRO,-8.056410,-34.9206,E,Ocasional/Ped.,1.0,funcionando
559,Av. Beberibe,Rua Côrtes,PORTO DA MADEIRA,-8.006012,-34.892094,E,Ocasional/Ped.,1.0,funcionando
560,Rua Arquiteto Luiz Nunes,Em Frente Escola Pinheiros,AFOGADOS,-8.090085,-34.910495,E/Git,Ocasional/Ped.,1.0,funcionando
561,Av. Dois Rios,Rua Pintor Agenor Albuquerque,IBURA,-8.110539,-34.936994,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
562,Av. Rui Barbosa,Rua das Graças,GRAÇAS,-8.047071,-34.900733,E/Git,Ocasional/Ped.,1.0,funcionando
563,Av. Luis Correia de Brito,Av. Prof. José dos Anjos,CAMPO GRANDE,-8.020518,-34.873489,E/Git,Veicular,1.0,funcionando
564,Rua Jean Emile Favre,Rua Potengi,IPSEP,-8.108570,-34.916722,E,Veicular,1.0,funcionando
565,Rua Jerônimo Vilela,Rua Dr. Machado,CAMPO GRANDE,-8.029414,-34.881878,E,Veicular,1.0,funcionando
566,Rua Dr. Miguel Vieira Ferreira,Rua Inácio Monteiro,CORDEIRO,-8.051208,-34.933048,E,Veic.C/Ped.Ocas.,1.0,funcionando
567,Rua Des. José Neves,Rua Desembargador João Paes,BOA VIAGEM,-8.126658,-34.90994,E/Git,Veicular,1.0,funcionando
568,Av. Caxangá,Av. Afonso Olindense,VÁRZEA,-8.031370,-34.95574,E/Git,Veicular,,funcionando
569,Rua Aurora Caçote,Próximo a Rua Izabel de Góis,AREIAS,-8.099306,-34.934257,E/Git,Ocasional/Ped.,,funcionando
570,Av. Mascarenhas de Morais,Praça Ministro Salgado Filho,IMBIRIBEIRA,-8.132517,-34.91638,E,Ocasional/Ped.,1.0,funcionando
571,Cais de Santa Rita,Acesso ao terminal de ônibus,SÃO JOSÉ,-8.069236,-34.876124,E/Git,Veicular,1.0,funcionando
572,Rua 10 de Julho,Rua 20 de Janeiro,SETÚBAL,-8.134801,-34.913548,E/Git,Veicular,1.0,funcionando
573,Rua 10 de Julho,Rua Waldemar Nery C. Monteiro,SETÚBAL,-8.135172,-34.911862,E/Git,Veicular,1.0,funcionando
574,Rua João Cardoso Aires,Rua Sá e Souza,SETÚBAL,-8.142274,-34.908591,E/Git,Veicular,1.0,funcionando
575,Av. Beberibe,Rua Cantora Dalva de Oliveira,BEBERIBE,-8.006926,-34.890943,E,Veic.C/Ped.Ocas.,1.0,funcionando
576,Av. Visconde de Albuquerque,Rua Demóstenes de Olinda,TORRE,-8.049327,-34.906468,E/Git,Veicular,1.0,funcionando
577,Rua Gal. Polidoro,Rua Abatiá,CIDADE UNIVERSITÁRIA,-8.042460,-34.946922,E,Veicular,1.0,funcionando
578,Rua da Soledade,Rua do Progresso,BOA VISTA,-8.058852,-34.889911,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
579,Rua da Aurora,Rua do Riachuelo,BOA VISTA,-8.060809,-34.880832,E/Git,Veicular,1.0,funcionando
580, Av. Desembargador José Neves,Saída do Túnel Augusto Lucena sent S/C,BOA VIAGEM,-8.121374,-34.909356,E/DIG,Ocasional/Ped.,,funcionando
581,Av. Maria Irene,"Alberto Lundgren, Rua",JORDÃO,-8.137056,-34.936962,E/Git,Veicular,,funcionando
582,Cais de Santa Rita,Em frente ao Edf. Pier Maurício de Nassau S/C,SÃO JOSÉ,-8.071584,-34.877446,E/Git,Ocasional/Ped.,,funcionando
583,Cais de Santa Rita,Em frente ao Edf. Pier Maurício de Nassau C/S,SÃO JOSÉ,-8.071508,-34.877486,E/Git,Ocasional/Ped.,,funcionando
584,Av. Maria Irene,Próximo a Rua Cafarnaum,JORDÃO,-8.140728,-34.929391,E/Git,Ocasional/Ped.,,funcionando
585,Rua Leonardo Bezerra Cavalcanti,Rua Jornal do Commércio,CASA FORTE,-8.037385,-34.913637,E/Git,Veicular,,funcionando
586,Rua Delmiro Gouveia,Em frente ao Prédio da CHESF,SAN MARTIN,-8.063632,-34.930486,E,Ocasional/Ped.,1.0,funcionando
587,Av. Norte Miguel Arraes de Alencar,Praça General Abreu e Lima,SANTO AMARO,-8.048290,-34.876001,E/Git,Veicular,,funcionando
588,Rua Manuel de Medeiros,Estrada dos Pintos,DOIS IRMÃOS,-8.016799,-34.951307,E/Git,Veicular,,funcionando
589,Rua Odete Monteiro,"Estevão Francisco da Costa, Rua Prof.",CORDEIRO,-8.047178,-34.918722,E/Git,Veicular,,funcionando
590,Rua Benfica,Praça Euclides da Cunha,MADALENA,-8.058701,-34.902706,E/Git,Veicular,,funcionando
591,Av Caxangá ,Rua Manoel Moreira,CORDEIRO,-8.049905,-34.922193,E/Git,Veicular,,funcionando
592,Av. Dom João VI,Saída do estacionamento do Shopping S/C,BOA VIAGEM,-8.118592,-34.907107,E/Git,Ocasional/Ped.,,funcionando
593,Estrada do Encanamento,Estrada das Ubaias,CASA AMARELA,-8.030341,-34.919003,E/Git,Veicular,1.0,funcionando
594,Av. Dois Rios,Em frente ao Nº 110,IBURA,-8.109820,-34.936173,E/Git,Ocasional/Ped.,1.0,funcionando
595,Rua Joaquim Nabuco,Rua Monsenhor Ambrozino Leite,GRAÇAS,-8.052665,-34.901092,E/Git,Veicular,1.0,funcionando
596,Av. Norte Miguel Arraes de Alencar,Em frente ao nº 7123,MACAXEIRA,-8.018460,-34.9285,E,Ocasional/Ped.,1.0,funcionando
597,Rua Odete Monteiro,Rua Dr. João Lacerda,CORDEIRO,-8.045478,-34.92176,E,Ocasional/Ped.,1.0,funcionando
598,Rua da Harmonia,Rua Major Nereu Guerra,CASA AMARELA,-8.026241,-34.91343,E/Git,Veicular,1.0,funcionando
599,Av. Recife,Em frente ao Conj. Inês Andeazza,CAÇOTE,-8.097522,-34.928591,E/Git,Ocasional/Ped.,1.0,funcionando
600,Rua Monsenhor Ambrozino Leite,Rua das Pernambucanas,GRAÇAS,-8.050878,-34.90105,E/Git,Veicular,1.0,funcionando
601,Rua José Bonifacio,Rua José de Holanda,TORRE,-8.044731,-34.907491,E/Git,Ocasional/Ped.,1.0,funcionando
602,Rua Pe. Lemos,Rua Visconde de Taunay,CASA AMARELA,-8.024301,-34.917945,E,Veic.C/Ped.Ocas.,1.0,funcionando
603,Av. Guararapes,"Estação BRT Guararapes, (Sub/Cid)",STO ANTONIO,-8.063384,-34.879344,E/Git,Pedestre,1.0,funcionando
604,Av. Guararapes,"Estação BRT Guararapes, (Cid/Sub)",STO ANTONIO,-8.063569,-34.878803,E/Git,Pedestre,1.0,funcionando
605,Av Caxangá ,Estação BRT Riacho Cavoco (Cid/Sub),IPUTINGA,-8.036393,-34.946281,E/Git,Ocasional/Ped.,1.0,funcionando
606,Av Caxangá ,Estação BRT Pq. Do Cordeiro (Sub/Cid),CORDEIRO,-8.046407,-34.92861,E/Git,Ocasional/Ped.,1.0,funcionando
607,Av Caxangá ,"Estação BRT Caiara, (Cid/Sub)",IPUTINGA,-8.043293,-34.93376,E/Git,Ocasional/Ped.,1.0,funcionando
608,Av Caxangá ,Estação BRT Riacho Cavoco (Sub/Cid),IPUTINGA,-8.036567,-34.946324,E/Git,Pedestre,1.0,funcionando
609,Av Caxangá ,"Estação BRT Eng. Poeta, (Cid/Sub)",BRASILIT,-8.034399,-34.949951,E/Git,Ocasional/Ped.,1.0,funcionando
610,Av Caxangá ,"Estação BRT Caiara, (Sub/Cid)",IPUTINGA,-8.043459,-34.933822,E/Git,Ocasional/Ped.,1.0,funcionando
611,Rua 21 de Abril,Proximo a Rua Bezerra da Palma,MUSTARDINHA,-8.076367,-34.913519,E,Ocasional/Ped.,1.0,funcionando
612,Estrada de Belém,Próx. a Rua São Félix,CAMPO GRANDE,-8.032265,-34.879187,E,Ocasional/Ped.,1.0,funcionando
613,Rua Des. Goes Cavalcante,Próx a Rua Albino Meira,VILA DOS COMERCIÁRIOS,-8.031017,-34.908528,E/Git,Ocasional/Ped.,1.0,funcionando
614,Av. 17 de Agosto,Av. Flor de Santana,SANTANA,-8.035525,-34.912678,E/Git,Veicular,1.0,funcionando
615,Av. Dr. José Rufino,Em frente Ao Nº 2673,BARRO,-8.092823,-34.946131,E,Ocasional/Ped.,1.0,funcionando
616,Av. Recife,Em frente ao Nº 2843(Aeroporto/CEASA),VILA DO IPSEP,-8.112691,-34.926312,E/Git,Ocasional/Ped.,1.0,funcionando
617,Av. Recife,Em frente ao Hospital Geral de Areias,CAÇOTE,-8.100470,-34.928072,E/Git,Ocasional/Ped.,1.0,funcionando
618,Av. Recife,Em frente ao Conj. Inês Andreasa,AREIAS,-8.097504,-34.928465,E/Git,Ocasional/Ped.,1.0,funcionando
619,Av. Recife,Em frente ao nº 727,AREIAS,-8.092766,-34.929158,E/Git,Ocasional/Ped.,1.0,funcionando
620,Av. Recife,Av. Tapajós,AREIAS,-8.090861,-34.929408,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
621,Av. Recife,Lado oposto aoSemáforo nº 461,AREIAS,-8.089031,-34.929653,E/Git,Ocasional/Ped.,1.0,funcionando
622,Rua da Regeneração,Aproximação da Av. Beberibe,ÁGUA FRIA,-8.018819,-34.892932,E,Ocasional/Ped.,1.0,funcionando
623,Rua Carlos Gomes,Rua Ricardo Salazar,PRADO,-8.057961,-34.91072,E/Git,Veicular,1.0,funcionando
624,Av. Visc. de Suassuna ,Em frente ao nº 500,SANTO AMARO,-8.052592,-34.886268,E,Ocasional/Ped.,1.0,funcionando
625,Av. Masc. de Morais,Lado oposto à Rua Professor Aurélio de Castro Cavalcanti ,IMBIRIBEIRA,-8.139774,-34.91756,E,Ocasional/Ped.,1.0,funcionando
626,Av. Masc. de Morais,Próximo à Rua Professor Aurélio de Castro Cavalcanti ,IMBIRIBEIRA,-8.139507,-34.917362,E,Ocasional/Ped.,1.0,funcionando
627,Av. Cruz Cabugá,Em frente ao nº 665,SANTO AMARO,-8.048978,-34.878004,E/Git,Ocasional/Ped.,1.0,funcionando
628,Rua Benfica,Rua Demócrito de Souza Filho,MADALENA,-8.058146,-34.906144,E/Git,Veicular,1.0,funcionando
629,Rua Benfica,Rua Arlindo Gouveia,MADALENA,-8.057949,-34.9041,E/Git,Veicular,1.0,funcionando
630,Rua Conde do Irajá,Av. Beira Rio,TORRE,-8.045639,-34.904331,E/Git,Veicular,1.0,funcionando
631,Av. Masc. de Morais,Rua Noruega,IMBIRIBEIRA,-8.104908,-34.911083,E/Git,Veicular,1.0,funcionando
632,Rua Arquiteto Luiz Nunes,Em Frente a Escola Anita Garibaldi,IMBIRIBEIRA,-8.093749,-34.911329,E/Git,Ocasional/Ped.,1.0,funcionando
633,Rua Arquiteto Luiz Nunes,Rua Miss. Joel Carlson,IMBIRIBEIRA,-8.096028,-34.911796,E/Git,Veicular,1.0,funcionando
634,Rua Arquiteto Luiz Nunes,Av. Eng. Alves de Souza,IMBIRIBEIRA,-8.098032,-34.912281,E/Git,Veic.C/Ped.Ocas.,1.0,funcionando
635,Rua Arquiteto Luiz Nunes,Em Frente ao N° 285,IMBIRIBEIRA,-8.101684,-34.912871,E/Git,Ocasional/Ped.,1.0,funcionando
636,Rua Paris,Rua Jean Emile Favre,IPSEP,-8.105941,-34.913711,E/Git,Veicular,1.0,funcionando
637,Rua Arquiteto Luiz Nunes,Próx. Ao N° 476,IMBIRIBEIRA,-8.104179,-34.913319,E/Git,Ocasional/Ped.,1.0,funcionando
638,Av. Afonso Olindense,Rua Rodrigues Ferreira,VÁRZEA,-8.033320,-34.95517,E/Git,Veic.C/Ped.,,funcionando
639,Av. Dom João VI,Após a Rua Soldado Sinésio Aragão C/S,BOA VIAGEM,-8.118480,-34.907689,E/Git,Ocasional/Ped.,,funcionando
640,Av. Gal. Mac. Arthur,Rua Sgt Silvino de Macedo,IMBIRIBEIRA,-8.110396,-34.906276,E/Git,Veicular,1.0,funcionando
641,Rua Uriel de Holanda,Em frente a Esc. Est. Pe. Nércio Rodrigues,LINHA DO TIRO,-8.008529,-34.904465,E,Ocasional/Ped.,1.0,funcionando
642,Rua Jeronimo Vilela,Prof. José dos Anjos,CAMPO GRANDE,-8.024491,-34.882955,E,Veicular,1.0,funcionando
643,Av. Norte Miguel Arraes de Alencar,Rua Gomes Coutinho,TAMARINEIRA,-8.026861,-34.90456,E/Git,Veicular,1.0,funcionando
644,Rua Barão de Souza Leão,Rua 20 de Janeiro,IMBIRIBEIRA,-8.133081,-34.913173,E/Git,Veic.C/Ped.Paral.,1.0,funcionando
645,Av. Mauricio de Nassau,Em frente ao Hospital Fundação Altino Ventura,IPUTINGA,-8.036300,-34.93696,E,Ocasional/Ped.,1.0,funcionando
646,Av. 17 de Agosto,Rua Engenheiro Oscar Ferreira,CASA FORTE,-8.030863,-34.924507,E/Git,Veicular,1.0,funcionando
647,Estrada do Arraial,EEm frente ao Nº 4715,CASA AMARELA,-8.027890,-34.924095,E/Git,Ocasional/Ped.,1.0,funcionando
648,Rua Antonio Falcão,Rua Gal. Edson A. Ramalho,BOA VIAGEM,-8.113374,-34.900106,E/Git,Veicular,1.0,funcionando
649,Rua João Tude de Melo,Rua Virgínia Loreto,PARNAMIRIM,-8.035838,-34.909644,E/Git,Veicular,1.0,funcionando
650,Av. Gov. Agamenon Magalhães,Em frente ao Hospital da Restauração,DERBY,-8.054795,-34.897674,E/Git,Ocasional/Ped.,,funcionando
651,Rua João Sales,Av. Prof. Antônio Coelho,CIDADE UNIVERSITÁRIA,-8.039950,-34.944695,E/Git,Veic.C/Ped.,,funcionando
652,Av. Mário Álvares Pereirade Lyra,Rua Mauricéa,IPUTINGA,-8.046996,-34.940548,E/Git,Veic.C/Ped.,,funcionando
653,Rua Estado de Israel,Rua Lins Petit,ILHA DO LEITE,-8.062788,-34.895284,E/Git,Veicular,,funcionando
654,Av. São Paulo,Rua Construtor Luiz Carvalhedo,JARDIM SÃO PAULO,-8.082019,-34.939725,E/Git,Veic.C/Ped.,,funcionando
655,Estrada da Ubaias,Rua Conselheiro Nabuco,CASA AMARELA,-8.029123,-34.917341,E/Git,Veic.C/Ped.,,funcionando
656,Av. João de Barros,Rua da Hora,ESPINHEIRO,-8.042068,-34.891063,E/Git,Veicular,,funcionando
657,Av Herculano Bandeira ,Rua Nogueira de Souza,PINA,-8.085877,-34.888019,E/Git,Veicular,,funcionando
658,Av. República Árabe Unida,Rua Nogueira de Souza,PINA,-8.086776,-34.888969,E/Git,Veicular,,funcionando
659,Rua Manoel de Brito,Av. República Árabe Unida,PINA,-8.087144,-34.888434,E/Git,Ocasional/Ped.,,funcionando
660,Av. Herculano Bandeira,Rua Arquiteto Augusto Reinaldo,PINA,-8.085393,-34.888464,E/Git,Veicular,,funcionando
661,Av. Saturnino de Brito,Largo do Cabanga,CABANGA,-8.079534,-34.892795,E/Git,Ocasional/Ped.,,funcionando
662,Largo do Cabanga,Sentido Boa Viagem (Pista Leste),CABANGA,-8.080363,-34.892198,E/Git,Ocasional/Ped.,,funcionando
663,Av. Boa Viagem,Rua Henrique Capitulino,BOA VIAGEM,-8.110297,-34.88929,E/Git,Veic.C/Ped.Paral.,,funcionando
664,Av. João de Barros,Rua Arthur Azevedo,ENCRUZILHADA,-8.037775,-34.891463,E/Git,Veic.C/Ped.Paral.,,funcionando
665,Av. Norte Miguel Arraes de Alencar,Rua Alfredo de Castro,ENCRUZILHADA,-8.039094,-34.890392,E/Git,Veic.C/Ped.Paral.,,funcionando
666,Rua Castro Alves,Rua José de Sá Carneiro,ENCRUZILHADA,-8.037776,-34.88982,E/Git,Veicular,,funcionando
667,Av. General Mac Arthur,Sob a Estação do Metrô Antônio Falcão,IMBIRIBEIRA,-8.109476,-34.909099,E/Git,Ocasional/Ped.,,funcionando
668,Rua Floriano Peixoto,Ao lado da Casa da Cultura,SÃO JOSÉ,-8.065816,-34.88246,E/Git,Ocasional/Ped.,,funcionando
669,Av. Dom João VI,Rua José da Silva Lucena,BOA VIAGEM,-8.115932,-34.90445,E/Git,Ocasional/Ped.,,funcionando
670,Av. Dom João VI,Rua Padre Carapuceiro,BOA VIAGEM,-8.115911,-34.903887,E/Git,Ocasional/Ped.,,funcionando
671,Av. Norte Miguel Arraes de Alencar,Rua Cel. João Batista do Rêgo Barros ,MACAXEIRA,-8.016282,-34.930492,E/Git,Veic.C/Ped.Paral.,,funcionando
672,Av. Gov. Agamenon Magalhães,Rua Dr. João Asfora,ILHA DO LEITE,-8.063911,-34.89711,E/Git,Veic.C/Ped.Paral.,,funcionando
673,Av. Gal. Mac. Arthur,Em Frente ao Le Parc Residencial Resort,IMBIRIBEIRA,-8.111700,-34.90353,E/Git,Ocasional/Ped.,,funcionando
674,Av. Cruz Cabugá,Rua Dr. Pedro Afonso,SANTO AMARO,-8.051000,-34.87943,E/Git,Veic.C/Ped.Paral.,,funcionando
675,Rua Amélia,Rua Esmeraldino Bandeira,GRAÇAS,-8.045043,-34.898959,E/Git,Veicular,,funcionando
676,Av. Norte ,Rua Oscar de Barros,CASA AMARELA,-8.021898,-34.915835,E/Git,Veic.C/Ped.Paral.,,funcionando
677,Av. Norte ,Rua Bella Vista,ALTO JOSÉ DO PINHO,-8.024274,-34.911355,E/Git,Veic.C/Ped.Paral.,,funcionando
678,Rua Jenner de Souza ,Praça do Derby,DERBY,-8.055926,-34.900089,E/Git,Veic.C/Ped.Paral.,,funcionando
679,Av. Conde da Boa Vista,Rua José de Alencar,BOA VISTA,-8.058862,-34.88772,E/Git,Veic.C/Ped.Paral.,,funcionando
680,Av. Conde da Boa Vista,Em Frente a Faculdade Fafire,BOA VISTA,-8.058165,-34.888872,E/Git,Veic.C/Ped.Paral.,,funcionando
681,Av. Conde da Boa Vista,Rua das Ninfas,BOA VISTA,-8.057143,-34.891121,E/Git,Veic.C/Ped.Paral.,,funcionando
682,Av. Conde da Boa Vista,Rua Padre Inglês,BOA VISTA,-8.056161,-34.894186,E/Git,Veic.C/Ped.Paral.,,funcionando
683,Av. Conde da Boa Vista,Entre a Rua do Hospício e a Rua Gervásio Pires,BOA VISTA,-8.060132,-34.885366,E/Git,Veic.C/Ped.Paral.,,funcionando
684,Av. Gov. Agamenon Magalhães,Sob o viaduto da Av. Norte sentido Olinda,SANTO AMARO,-8.042644,-34.884697,E/Git,Veic.C/Ped.Ocas.,,funcionando
685,Av. Gov. Agamenon Magalhães,Sob o viaduto da Av. Norte sentido Boa Viagem,SANTO AMARO,-8.042262,-34.884735,E/Git,Veic.C/Ped.Ocas.,,funcionando
686,Av. Conselheiro Rosa e Silva,Rua Neto de Mendonça,TAMARINEIRA,-8.035935,-34.902039,E/Git,Veicular,,funcionando
687,Av. Abdias de Carvalho,Giro à esquerda no sentido cid/sub (antes do semáforo nº 058) ,TORRÕES,-8.060656,-34.924857,E/DIG,Veicular,,funcionando
688,Av. Abdias de Carvalho,Giro à esquerda no sentido sub/cid (antes do semáforo nº 058) ,TORRÕES,-8.060329,-34.926337,E/DIG,Veicular,,funcionando
689,Av. Beira Rio,Rua Demóstenes Olinda,MADALENA,-8.050027,-34.904887,E/Git,Veic.C/Ped.Paral.,,funcionando
690,Av. Beira Rio,Em frente ao Ed. Príncipe Verona nº 55,MADALENA,-8.052819,-34.904839,E/Git,Veicular,,funcionando
691,Av. Beira Rio,Em frente ao Ed. Uirapuru nº 666,MADALENA,-8.050119,-34.904914,E/Git,Veicular,,funcionando
692,Av. Beira Rio,Em frente ao Ed. Beira Rio nº 284,MADALENA,-8.048149,-34.904241,E/Git,Veicular,,funcionando
693,Av. Gal. San Martin,Entrada e Saída do Atakarejo,SAN MARTIN,"-8.060979,",-34.925918,E/DIG,Veic.C/Ped.Paral.,,funcionando
694,Rua Pe. Roma,Rua Tito Rosa,PARNAMIRIM,-8.033700,-34.9066,E/Git,Veic.C/Ped.Paral.,,funcionando
695,Rua Pe. Roma,Rua Sebastião Malta Arcoverde,PARNAMIRIM,-8.033240,-34.90701,E/Git,Veic.C/Ped.Paral.,,funcionando
696,Rua da Harmonia,Rua Conselheiro Nabuco,CASA FORTE,-8.030235,-34.914829,E/Git,Veic.C/Ped.Ocas.,,funcionando
697,Rua Ribeiro de Brito ,Rua Cel. Anízio Rodrigues Coelho,BOA VIAGEM,-8.123012,-34.907169,E/DIG,Veic.C/Ped.Paral.,,funcionando
698,Rua Bruno Veloso,Rua Cel. Anízio Rodrigues Coelho,BOA VIAGEM,-8.120888,-34.907173,E/DIG,Veic.C/Ped.Paral.,,funcionando
699,Rua Bruno Veloso,Rua Agenor Lopes,BOA VIAGEM,-8.120730,-34.905907,E/DIG,Veic.C/Ped.Paral.,,funcionando
700,Rua Bruno Veloso,Av. Visconde de Jequitinhonha (Shopping Recife),BOA VIAGEM,-8.120945,-34.903978,E/DIG,Veic.C/Ped.,,funcionando
701,Rua Bruno Veloso,Saída do Shopping,BOA VIAGEM,-8.121213,-34.901983,E/DIG,Veic.C/Ped.Paral.,,funcionando
702,Rua Senzala,Rua Dois Irmãos,DOIS IRMÃOS,-8.019080,-34.94098,E/DIG,Veicular,,funcionando
703,Av. República Árabe Unida,Av. República do Líbano,PINA,-8.085600,-34.8901,E/DIG,Veic.C/Ped.Ocas.,,funcionando
704,Av. Recife,Rua Maestro Alcides Leão,ESTÂNCIA,-8.081990,-34.93324,E/DIG,Veic.C/Ped.Paral.,,funcionando
705,Av. Recife,Rua Laura Bandeira de Melo,ESTÂNCIA,-8.078840,-34.93408,E/DIG,Veic.C/Ped.Paral.,,funcionando
706,Av. Dr. José Rufino,Após a Rua Pe. Nóbrega,BARRO,-8.092651,-34.93913,E,Veic.C/Ped.Paral.,,funcionando
707,Av. Dois Rios,Ladeira da Cohab,IBURA,-8.119848,-34.943391,E/Git,Veicular,,funcionando
708,Travessa Pe. Carapuceiro,Portão de Acesso de pedestre Shopping Recife,BOA VIAGEM,-8.11715,-34.90172,E/Git,Pedestre,,funcionando
709,Av. Domingos Ferreira,Rua Uniflor,PINA,-8.09106,-34.884799,E/Git,Ocasional/Ped.,,funcionando
710,Av. Eng. José Estelita,Em frente ao edifício Mirante do Cais,CABANGA,-8.077084,-34.890929,E/Git,Ocasional/Ped.,,funcionando
711,Av. Gov. Agamenon Magalhães,Rua Jose Luis da Silveira Barros,ESPINHEIRO,-8.047039,-34.892057,E/Git,Veic.C/Ped.Paral.,,funcionando
712,Rua Dom Manuel de Medeiros,Saída da Praça Farias Neves,DOIS IRMÃOS,-8.016135,-34.944973,E/Git,Veicular,,funcionando
